,Model,delta,RMSE
14,ElasticNetCV,-4:05,2.071659986495572
15,OrthogonalMatchingPursuitCV,-4:05,2.083146650533196
16,OrthogonalMatchingPursuit,-4:05,2.083146650533196
17,HuberRegressor,-4:05,2.084728195824916
18,SGDRegressor,-4:05,2.0876097383165755
19,LinearSVR,-4:05,2.1011814766089905
20,KNeighborsRegressor,-4:05,2.1108699597577028
21,PoissonRegressor,-4:05,2.1272886386473706
22,LarsCV,-4:05,2.141921978044632
23,GammaRegressor,-4:05,2.258119395455292
24,TweedieRegressor,-4:05,2.2675895739975376
25,ElasticNet,-4:05,2.3147221844664205
26,LassoLars,-4:05,2.3681263099645355
27,DecisionTreeRegressor,-4:05,2.526852724348042
28,ExtraTreeRegressor,-4:05,2.5982447424022057
29,AdaBoostRegressor,-4:05,2.6836442435608285
30,DummyRegressor,-4:05,2.9966380864076663
31,PassiveAggressiveRegressor,-4:05,3.5254096280320004
32,Lars,-4:05,5.153273915126309
33,RANSACRegressor,-4:05,16.324188813472873
0,ExtraTreesRegressor,-4:10,1.690346769766384
1,BaggingRegressor,-4:10,1.8179387438635266
2,XGBRegressor,-4:10,1.847906675517098
3,LGBMRegressor,-4:10,1.9031512800179204
4,HistGradientBoostingRegressor,-4:10,1.9080964391459276
5,GradientBoostingRegressor,-4:10,2.00940754917492
6,MLPRegressor,-4:10,2.030928312340503
7,LassoLarsCV,-4:10,2.0662966006227252
8,LassoLarsIC,-4:10,2.0663928377989356
9,LassoCV,-4:10,2.066716906775626
10,BayesianRidge,-4:10,2.067084229444657
11,RidgeCV,-4:10,2.0671162422890696
12,Ridge,-4:10,2.0671974608195223
13,TransformedTargetRegressor,-4:10,2.067209533780984
14,ElasticNetCV,-4:10,2.071437498266806
15,OrthogonalMatchingPursuitCV,-4:10,2.08293428977278
16,OrthogonalMatchingPursuit,-4:10,2.08293428977278
17,HuberRegressor,-4:10,2.0848659807447434
18,SGDRegressor,-4:10,2.0877478570397057
19,LinearSVR,-4:10,2.0973221951885983
20,KNeighborsRegressor,-4:10,2.112652237703814
21,PoissonRegressor,-4:10,2.1271321321619454
22,LarsCV,-4:10,2.1415586828917954
23,GammaRegressor,-4:10,2.257972107098916
24,TweedieRegressor,-4:10,2.267382075463841
25,ElasticNet,-4:10,2.3147221844664205
26,LassoLars,-4:10,2.3681263099645355
27,DecisionTreeRegressor,-4:10,2.525828213917063
28,ExtraTreeRegressor,-4:10,2.591426941282887
29,AdaBoostRegressor,-4:10,2.6806520094704105
30,DummyRegressor,-4:10,2.9966380864076663
31,PassiveAggressiveRegressor,-4:10,3.4522288191406827
32,Lars,-4:10,5.277930597566971
33,RANSACRegressor,-4:10,21.960673034987213
0,ExtraTreesRegressor,-4:15,1.691968200320814
1,BaggingRegressor,-4:15,1.8087104580127122
2,XGBRegressor,-4:15,1.841511862308884
3,LGBMRegressor,-4:15,1.9052567155601485
4,HistGradientBoostingRegressor,-4:15,1.9075136391760745
5,GradientBoostingRegressor,-4:15,2.0095562398798137
6,MLPRegressor,-4:15,2.046164812647052
7,LassoLarsCV,-4:15,2.066204092878835
8,LassoLarsIC,-4:15,2.0663516467964995
9,LassoCV,-4:15,2.066586387968788
10,BayesianRidge,-4:15,2.067210046595955
11,RidgeCV,-4:15,2.067248840990122
12,Ridge,-4:15,2.067338315798809
13,TransformedTargetRegressor,-4:15,2.067351367813698
14,ElasticNetCV,-4:15,2.0713133833365656
15,OrthogonalMatchingPursuitCV,-4:15,2.082799153110942
16,OrthogonalMatchingPursuit,-4:15,2.082799153110942
17,HuberRegressor,-4:15,2.0834618827688356
18,SGDRegressor,-4:15,2.087887524968912
19,LinearSVR,-4:15,2.09796723891134
20,KNeighborsRegressor,-4:15,2.111728634357629
21,PoissonRegressor,-4:15,2.1270052257653145
22,LarsCV,-4:15,2.141921978044632
23,GammaRegressor,-4:15,2.2576551536322915
24,TweedieRegressor,-4:15,2.2672001428853847
25,ElasticNet,-4:15,2.3147221844664205
26,LassoLars,-4:15,2.3681263099645355
27,DecisionTreeRegressor,-4:15,2.5363432226439366
28,ExtraTreeRegressor,-4:15,2.596300560967653
29,AdaBoostRegressor,-4:15,2.7200773820949506
30,DummyRegressor,-4:15,2.9966380864076663
31,PassiveAggressiveRegressor,-4:15,3.416852436396739
32,Lars,-4:15,5.483630307614898
33,RANSACRegressor,-4:15,20.93037430896013
0,ExtraTreesRegressor,-4:20,1.6878786172320526
1,BaggingRegressor,-4:20,1.8094982245098337
2,XGBRegressor,-4:20,1.8477181363231618
3,HistGradientBoostingRegressor,-4:20,1.9060704603288128
4,LGBMRegressor,-4:20,1.9073644226568414
5,GradientBoostingRegressor,-4:20,2.0093786390963246
6,MLPRegressor,-4:20,2.0475905067185143
7,LassoLarsCV,-4:20,2.0661273732091585
8,LassoLarsIC,-4:20,2.0663056794937713
9,LassoCV,-4:20,2.066471931398114
10,BayesianRidge,-4:20,2.0672237078876567
11,RidgeCV,-4:20,2.0672622038046695
12,Ridge,-4:20,2.067348964511118
13,TransformedTargetRegressor,-4:20,2.067361671497152
14,ElasticNetCV,-4:20,2.071197433748381
15,OrthogonalMatchingPursuitCV,-4:20,2.0823700093013886
16,OrthogonalMatchingPursuit,-4:20,2.0823700093013886
17,HuberRegressor,-4:20,2.084807508034368
18,SGDRegressor,-4:20,2.0887608454511994
19,LinearSVR,-4:20,2.099114154274161
20,KNeighborsRegressor,-4:20,2.111454188736094
21,PoissonRegressor,-4:20,2.1269322772019685
22,LarsCV,-4:20,2.141921978044632
23,GammaRegressor,-4:20,2.257569006126991
24,TweedieRegressor,-4:20,2.267048901768521
25,ElasticNet,-4:20,2.3147221844664205
26,LassoLars,-4:20,2.3681263099645355
27,DecisionTreeRegressor,-4:20,2.5193774837451013
28,AdaBoostRegressor,-4:20,2.554666464117107
29,ExtraTreeRegressor,-4:20,2.5962155951312047
30,DummyRegressor,-4:20,2.9966380864076663
31,PassiveAggressiveRegressor,-4:20,3.347606601204996
32,Lars,-4:20,6.982225713619228
33,RANSACRegressor,-4:20,16.270711505226743
0,ExtraTreesRegressor,-4:25,1.683743027743093
1,BaggingRegressor,-4:25,1.8047797390433569
2,XGBRegressor,-4:25,1.8368162689154977
3,LGBMRegressor,-4:25,1.9048782746035264
4,HistGradientBoostingRegressor,-4:25,1.907358549369608
5,GradientBoostingRegressor,-4:25,2.009288393421934
6,MLPRegressor,-4:25,2.035741990741103
7,LassoLarsCV,-4:25,2.066006272954586
8,LassoLarsIC,-4:25,2.0661728901166074
9,LassoCV,-4:25,2.0663211958066654
10,BayesianRidge,-4:25,2.067082727527681
11,RidgeCV,-4:25,2.0671210785863723
12,Ridge,-4:25,2.067205980357845
13,TransformedTargetRegressor,-4:25,2.06721848487399
14,ElasticNetCV,-4:25,2.0710472188625406
15,OrthogonalMatchingPursuitCV,-4:25,2.0821855393252027
16,OrthogonalMatchingPursuit,-4:25,2.0821855393252027
17,HuberRegressor,-4:25,2.0848466188411354
18,SGDRegressor,-4:25,2.088481060003377
19,LinearSVR,-4:25,2.091744925159914
20,KNeighborsRegressor,-4:25,2.111046037758251
21,PoissonRegressor,-4:25,2.126790115913799
22,LarsCV,-4:25,2.141921978044632
23,GammaRegressor,-4:25,2.2573953232139443
24,TweedieRegressor,-4:25,2.2668949246231107
25,ElasticNet,-4:25,2.3147221844664205
26,LassoLars,-4:25,2.3681263099645355
27,DecisionTreeRegressor,-4:25,2.518311510559807
28,ExtraTreeRegressor,-4:25,2.5823164319550562
29,AdaBoostRegressor,-4:25,2.724173945118652
30,DummyRegressor,-4:25,2.9966380864076663
31,PassiveAggressiveRegressor,-4:25,3.2907766468147353
32,RANSACRegressor,-4:25,21.511017767163718
33,Lars,-4:25,192.463987334712
0,ExtraTreesRegressor,-4:30,1.6808377801698926
1,BaggingRegressor,-4:30,1.8004086213678712
2,XGBRegressor,-4:30,1.8409410361616692
3,LGBMRegressor,-4:30,1.9020997842319762
4,HistGradientBoostingRegressor,-4:30,1.9068908877743993
5,GradientBoostingRegressor,-4:30,2.009216699678802
6,MLPRegressor,-4:30,2.058348252737273
7,LassoLarsCV,-4:30,2.065890831795747
8,LassoLarsIC,-4:30,2.0660337085400506
9,LassoCV,-4:30,2.066229426132817
10,BayesianRidge,-4:30,2.0670852986193062
11,RidgeCV,-4:30,2.067130382696668
12,Ridge,-4:30,2.067222556994149
13,TransformedTargetRegressor,-4:30,2.0672359303560013
14,ElasticNetCV,-4:30,2.07095566395942
15,OrthogonalMatchingPursuitCV,-4:30,2.0813984469618516
16,OrthogonalMatchingPursuit,-4:30,2.0813984469618516
17,HuberRegressor,-4:30,2.0850240852577477
18,SGDRegressor,-4:30,2.0887693851411093
19,LinearSVR,-4:30,2.095057877207077
20,KNeighborsRegressor,-4:30,2.1095645431664467
21,PoissonRegressor,-4:30,2.1266832333820465
22,LarsCV,-4:30,2.141921978044632
23,GammaRegressor,-4:30,2.25733326857817
24,TweedieRegressor,-4:30,2.2667647517522473
25,ElasticNet,-4:30,2.3147221844664205
26,LassoLars,-4:30,2.3681263099645355
27,DecisionTreeRegressor,-4:30,2.5265317340712965
28,ExtraTreeRegressor,-4:30,2.5568815001738674
29,AdaBoostRegressor,-4:30,2.7636389984750265
30,DummyRegressor,-4:30,2.9966380864076663
31,PassiveAggressiveRegressor,-4:30,3.2937417527152664
32,RANSACRegressor,-4:30,15.319713757834434
33,Lars,-4:30,33.11025128580385
0,ExtraTreesRegressor,-4:35,1.677478407393699
1,BaggingRegressor,-4:35,1.8012373155919308
2,XGBRegressor,-4:35,1.8441593560503957
3,LGBMRegressor,-4:35,1.9020620221646012
4,HistGradientBoostingRegressor,-4:35,1.905586020404181
5,GradientBoostingRegressor,-4:35,2.0077804084809925
6,MLPRegressor,-4:35,2.0383827025429904
7,LassoLarsCV,-4:35,2.06576964635022
8,LassoLarsIC,-4:35,2.0659229912885073
9,LassoCV,-4:35,2.066115314397471
10,BayesianRidge,-4:35,2.0669699578564296
11,RidgeCV,-4:35,2.0670140891406596
12,Ridge,-4:35,2.0671031612753348
13,TransformedTargetRegressor,-4:35,2.06711615138563
14,ElasticNetCV,-4:35,2.0708418968549416
15,OrthogonalMatchingPursuitCV,-4:35,2.081286388766928
16,OrthogonalMatchingPursuit,-4:35,2.081286388766928
17,HuberRegressor,-4:35,2.084576647661112
18,SGDRegressor,-4:35,2.0895423437481937
19,LinearSVR,-4:35,2.100667963121748
20,KNeighborsRegressor,-4:35,2.1119126758468223
21,PoissonRegressor,-4:35,2.1265772779241514
22,LarsCV,-4:35,2.142565074974773
23,GammaRegressor,-4:35,2.257231497640919
24,TweedieRegressor,-4:35,2.266644100126574
25,ElasticNet,-4:35,2.3147221844664205
26,LassoLars,-4:35,2.3681263099645355
27,DecisionTreeRegressor,-4:35,2.5276021740260517
28,AdaBoostRegressor,-4:35,2.5483238480459094
29,ExtraTreeRegressor,-4:35,2.566188853559942
30,DummyRegressor,-4:35,2.9966380864076663
31,PassiveAggressiveRegressor,-4:35,3.2914476845184026
32,Lars,-4:35,4.985315901736555
33,RANSACRegressor,-4:35,14.807068168704017
0,ExtraTreesRegressor,-4:40,1.6741975253411638
1,BaggingRegressor,-4:40,1.8032729627729203
2,XGBRegressor,-4:40,1.8413827728959682
3,LGBMRegressor,-4:40,1.9016586703823017
4,HistGradientBoostingRegressor,-4:40,1.904152018863165
5,GradientBoostingRegressor,-4:40,2.0075015184344704
6,LassoLarsCV,-4:40,2.0657288076701255
7,LassoLarsIC,-4:40,2.0658288066749844
8,LassoCV,-4:40,2.0660739285563303
9,BayesianRidge,-4:40,2.0669934600173674
10,RidgeCV,-4:40,2.0670398920926756
11,Ridge,-4:40,2.0671304534480934
12,TransformedTargetRegressor,-4:40,2.067143637221266
13,MLPRegressor,-4:40,2.0684716947006034
14,ElasticNetCV,-4:40,2.070797905513374
15,OrthogonalMatchingPursuitCV,-4:40,2.08118926395734
16,OrthogonalMatchingPursuit,-4:40,2.08118926395734
17,HuberRegressor,-4:40,2.084727482924165
18,SGDRegressor,-4:40,2.090955819613524
19,LinearSVR,-4:40,2.099295677918445
20,KNeighborsRegressor,-4:40,2.1152597734208425
21,PoissonRegressor,-4:40,2.1265387431351463
22,LarsCV,-4:40,2.143292790304285
23,GammaRegressor,-4:40,2.257196086075325
24,TweedieRegressor,-4:40,2.266529388281833
25,ElasticNet,-4:40,2.3147221844664205
26,LassoLars,-4:40,2.3681263099645355
27,DecisionTreeRegressor,-4:40,2.5045942639312067
28,ExtraTreeRegressor,-4:40,2.546951176264164
29,AdaBoostRegressor,-4:40,2.557607849354728
30,DummyRegressor,-4:40,2.9966380864076663
31,PassiveAggressiveRegressor,-4:40,3.3218445194897077
32,Lars,-4:40,5.194222119151787
33,RANSACRegressor,-4:40,17.59070369720253
0,ExtraTreesRegressor,-4:45,1.6734512754485853
1,BaggingRegressor,-4:45,1.8049728565849579
2,XGBRegressor,-4:45,1.8356113043612765
3,LGBMRegressor,-4:45,1.9012239280548877
4,HistGradientBoostingRegressor,-4:45,1.9055954994283721
5,GradientBoostingRegressor,-4:45,2.0070168732221627
6,MLPRegressor,-4:45,2.037567765939823
7,LassoLarsCV,-4:45,2.0656517612287204
8,LassoLarsIC,-4:45,2.065877267437582
9,LassoCV,-4:45,2.065964926175697
10,BayesianRidge,-4:45,2.0669901503142247
11,RidgeCV,-4:45,2.0670370595283236
12,Ridge,-4:45,2.0671265525250875
13,TransformedTargetRegressor,-4:45,2.067139599855682
14,ElasticNetCV,-4:45,2.070696031809657
15,OrthogonalMatchingPursuitCV,-4:45,2.080750050014788
16,OrthogonalMatchingPursuit,-4:45,2.080750050014788
17,HuberRegressor,-4:45,2.0848796316720972
18,SGDRegressor,-4:45,2.0915429127935936
19,LinearSVR,-4:45,2.1087531176406884
20,KNeighborsRegressor,-4:45,2.1147064900472965
21,PoissonRegressor,-4:45,2.1264380593534753
22,LarsCV,-4:45,2.141454026318106
23,GammaRegressor,-4:45,2.257141449936232
24,TweedieRegressor,-4:45,2.266400862964464
25,ElasticNet,-4:45,2.3147221844664205
26,LassoLars,-4:45,2.3681263099645355
27,DecisionTreeRegressor,-4:45,2.4972249574780068
28,ExtraTreeRegressor,-4:45,2.567555274195271
29,AdaBoostRegressor,-4:45,2.6907313351721305
30,DummyRegressor,-4:45,2.9966380864076663
31,PassiveAggressiveRegressor,-4:45,3.3227583476582323
32,RANSACRegressor,-4:45,15.870135433662128
33,Lars,-4:45,134.94781427718496
0,ExtraTreesRegressor,-4:50,1.6671047682893474
1,BaggingRegressor,-4:50,1.798427641554799
2,XGBRegressor,-4:50,1.8307885479229147
3,LGBMRegressor,-4:50,1.899503687002518
4,HistGradientBoostingRegressor,-4:50,1.9041872388529584
5,GradientBoostingRegressor,-4:50,2.0076754860510477
6,LassoLarsCV,-4:50,2.0657746018452237
7,LassoLarsIC,-4:50,2.0659476250187487
8,LassoCV,-4:50,2.0660452703482424
9,BayesianRidge,-4:50,2.067319849156568
10,RidgeCV,-4:50,2.06737482731683
11,Ridge,-4:50,2.0674722467283866
12,TransformedTargetRegressor,-4:50,2.0674862476909506
13,ElasticNetCV,-4:50,2.0707827596300623
14,MLPRegressor,-4:50,2.073409929213481
15,OrthogonalMatchingPursuitCV,-4:50,2.0808038266776205
16,OrthogonalMatchingPursuit,-4:50,2.0808038266776205
17,HuberRegressor,-4:50,2.0856042932576497
18,SGDRegressor,-4:50,2.0916766586330415
19,LinearSVR,-4:50,2.094868014926836
20,KNeighborsRegressor,-4:50,2.108638432758762
21,PoissonRegressor,-4:50,2.126458964961124
22,LarsCV,-4:50,2.1412281989177533
23,GammaRegressor,-4:50,2.2571049813460062
24,TweedieRegressor,-4:50,2.2663352700889203
25,ElasticNet,-4:50,2.3147221844664205
26,LassoLars,-4:50,2.3681263099645355
27,DecisionTreeRegressor,-4:50,2.5078522945826176
28,ExtraTreeRegressor,-4:50,2.5549153219753373
29,AdaBoostRegressor,-4:50,2.73005549092958
30,DummyRegressor,-4:50,2.9966380864076663
31,PassiveAggressiveRegressor,-4:50,3.3340986721431665
32,Lars,-4:50,8.171144571078885
33,RANSACRegressor,-4:50,12.946722582920975
0,ExtraTreesRegressor,-4:55,1.6665603175497408
1,BaggingRegressor,-4:55,1.7947743947426724
2,XGBRegressor,-4:55,1.8409378381834254
3,LGBMRegressor,-4:55,1.8995319753442985
4,HistGradientBoostingRegressor,-4:55,1.9037782540430404
5,GradientBoostingRegressor,-4:55,2.006237725211998
6,MLPRegressor,-4:55,2.06410079569003
7,LassoLarsCV,-4:55,2.0657252063361704
8,LassoLarsIC,-4:55,2.065989831015672
9,LassoCV,-4:55,2.066012230594744
10,BayesianRidge,-4:55,2.067194887575343
11,RidgeCV,-4:55,2.0672444017015335
12,Ridge,-4:55,2.0673345547515
13,TransformedTargetRegressor,-4:55,2.0673476961671367
14,ElasticNetCV,-4:55,2.0707620848748256
15,OrthogonalMatchingPursuitCV,-4:55,2.080679347307144
16,OrthogonalMatchingPursuit,-4:55,2.080679347307144
17,HuberRegressor,-4:55,2.0861210691657766
18,SGDRegressor,-4:55,2.091919640306315
19,LinearSVR,-4:55,2.092612488224284
20,KNeighborsRegressor,-4:55,2.111179450568777
21,PoissonRegressor,-4:55,2.126458911291383
22,LarsCV,-4:55,2.1411142842675694
23,GammaRegressor,-4:55,2.257066533173504
24,TweedieRegressor,-4:55,2.266278523470734
25,ElasticNet,-4:55,2.3147221844664205
26,LassoLars,-4:55,2.3681263099645355
27,DecisionTreeRegressor,-4:55,2.5070103825652157
28,ExtraTreeRegressor,-4:55,2.578987708607966
29,AdaBoostRegressor,-4:55,2.634869442398312
30,DummyRegressor,-4:55,2.9966380864076663
31,PassiveAggressiveRegressor,-4:55,3.3358959288028056
32,Lars,-4:55,5.735045509978073
33,RANSACRegressor,-4:55,22.738196440052196
0,ExtraTreesRegressor,-5:00,1.6609192595827835
1,BaggingRegressor,-5:00,1.7911602447689674
2,XGBRegressor,-5:00,1.8356900669906664
3,LGBMRegressor,-5:00,1.9015817176438266
4,HistGradientBoostingRegressor,-5:00,1.902832371910067
5,GradientBoostingRegressor,-5:00,2.0066078846267406
6,LassoLarsCV,-5:00,2.0657083030674723
7,LassoCV,-5:00,2.065991072059197
8,LassoLarsIC,-5:00,2.0659920016624462
9,BayesianRidge,-5:00,2.0671626847606057
10,RidgeCV,-5:00,2.06721584627352
11,Ridge,-5:00,2.0673087235221095
12,TransformedTargetRegressor,-5:00,2.0673221990023176
13,ElasticNetCV,-5:00,2.070741385084896
14,MLPRegressor,-5:00,2.0798655253148306
15,OrthogonalMatchingPursuitCV,-5:00,2.0806578946832417
16,OrthogonalMatchingPursuit,-5:00,2.0806578946832417
17,HuberRegressor,-5:00,2.0851057509029087
18,SGDRegressor,-5:00,2.0922680249815
19,LinearSVR,-5:00,2.0981631332113286
20,KNeighborsRegressor,-5:00,2.1100946822021154
21,PoissonRegressor,-5:00,2.1263977855345386
22,LarsCV,-5:00,2.1311148741540236
23,GammaRegressor,-5:00,2.2570635275069826
24,TweedieRegressor,-5:00,2.266229038793007
25,ElasticNet,-5:00,2.3147221844664205
26,LassoLars,-5:00,2.3681263099645355
27,DecisionTreeRegressor,-5:00,2.500978105336189
28,ExtraTreeRegressor,-5:00,2.5324427514140138
29,AdaBoostRegressor,-5:00,2.728653159760306
30,DummyRegressor,-5:00,2.9966380864076663
31,PassiveAggressiveRegressor,-5:00,3.3175506630337193
32,Lars,-5:00,5.320623525455386
33,RANSACRegressor,-5:00,19.259546220807657
0,ExtraTreesRegressor,-5:05,1.6581181885109149
1,BaggingRegressor,-5:05,1.7931761319596229
2,XGBRegressor,-5:05,1.834421902074823
3,LGBMRegressor,-5:05,1.9017747208275895
4,HistGradientBoostingRegressor,-5:05,1.905476107037718
5,GradientBoostingRegressor,-5:05,2.005105173268533
6,LassoLarsCV,-5:05,2.0657674835457347
7,LassoLarsIC,-5:05,2.065818807981217
8,LassoCV,-5:05,2.0660353022003415
9,BayesianRidge,-5:05,2.067279508038441
10,RidgeCV,-5:05,2.0673353350781323
11,Ridge,-5:05,2.0674296709664812
12,TransformedTargetRegressor,-5:05,2.067443309087867
13,MLPRegressor,-5:05,2.0677158053602107
14,ElasticNetCV,-5:05,2.0707928343030813
15,OrthogonalMatchingPursuitCV,-5:05,2.080656732997088
16,OrthogonalMatchingPursuit,-5:05,2.080656732997088
17,HuberRegressor,-5:05,2.08395781600223
18,SGDRegressor,-5:05,2.0924732510563553
19,LinearSVR,-5:05,2.1018171465888376
20,KNeighborsRegressor,-5:05,2.1073208095137903
21,PoissonRegressor,-5:05,2.1264625043967045
22,LarsCV,-5:05,2.1309920139023446
23,GammaRegressor,-5:05,2.2570790803978635
24,TweedieRegressor,-5:05,2.266180461168509
25,ElasticNet,-5:05,2.3147221844664205
26,LassoLars,-5:05,2.3681263099645355
27,DecisionTreeRegressor,-5:05,2.50214260245365
28,ExtraTreeRegressor,-5:05,2.584771578025601
29,AdaBoostRegressor,-5:05,2.6991756308136687
30,DummyRegressor,-5:05,2.9966380864076663
31,PassiveAggressiveRegressor,-5:05,3.280904197894931
32,Lars,-5:05,5.828142989020408
33,RANSACRegressor,-5:05,19.110197883221854
0,ExtraTreesRegressor,-5:10,1.6570334120199814
1,BaggingRegressor,-5:10,1.7854987486987204
2,XGBRegressor,-5:10,1.8342167340097713
3,HistGradientBoostingRegressor,-5:10,1.8991459599171379
4,LGBMRegressor,-5:10,1.899283806426278
5,GradientBoostingRegressor,-5:10,2.0056301340169282
6,LassoLarsCV,-5:10,2.0656594587934842
7,LassoLarsIC,-5:10,2.065911520357951
8,LassoCV,-5:10,2.0659408907790104
9,BayesianRidge,-5:10,2.067164186640872
10,RidgeCV,-5:10,2.0672192228059125
11,Ridge,-5:10,2.0673117522397795
12,TransformedTargetRegressor,-5:10,2.0673251817222997
13,ElasticNetCV,-5:10,2.0706942532142305
14,OrthogonalMatchingPursuitCV,-5:10,2.0803141419616646
15,OrthogonalMatchingPursuit,-5:10,2.0803141419616646
16,HuberRegressor,-5:10,2.0845251461981213
17,SGDRegressor,-5:10,2.093281464348361
18,LinearSVR,-5:10,2.097707040013903
19,MLPRegressor,-5:10,2.10267296429827
20,KNeighborsRegressor,-5:10,2.10802381268796
21,PoissonRegressor,-5:10,2.1264427016733847
22,LarsCV,-5:10,2.1308507983961364
23,GammaRegressor,-5:10,2.2570742685147813
24,TweedieRegressor,-5:10,2.266120663501758
25,ElasticNet,-5:10,2.3147221844664205
26,LassoLars,-5:10,2.3681263099645355
27,DecisionTreeRegressor,-5:10,2.4992049576091993
28,ExtraTreeRegressor,-5:10,2.5659946384739984
29,AdaBoostRegressor,-5:10,2.6926534767857118
30,DummyRegressor,-5:10,2.9966380864076663
31,PassiveAggressiveRegressor,-5:10,3.2666814297891116
32,Lars,-5:10,5.520969498282969
33,RANSACRegressor,-5:10,13.609178120592121
0,ExtraTreesRegressor,-5:15,1.6510723224425647
1,BaggingRegressor,-5:15,1.7830196532330547
2,XGBRegressor,-5:15,1.8347368795971648
3,LGBMRegressor,-5:15,1.8990254198157013
4,HistGradientBoostingRegressor,-5:15,1.9018910226414394
5,GradientBoostingRegressor,-5:15,2.005327556826288
6,LassoLarsCV,-5:15,2.0654621880530297
7,LassoCV,-5:15,2.0657390969663636
8,LassoLarsIC,-5:15,2.065740703399462
9,BayesianRidge,-5:15,2.067006073762603
10,RidgeCV,-5:15,2.06706382443243
11,Ridge,-5:15,2.067158003026026
12,TransformedTargetRegressor,-5:15,2.067171631641925
13,ElasticNetCV,-5:15,2.0704828127491117
14,MLPRegressor,-5:15,2.0722222083986366
15,OrthogonalMatchingPursuitCV,-5:15,2.080215368103884
16,OrthogonalMatchingPursuit,-5:15,2.080215368103884
17,HuberRegressor,-5:15,2.08410545933628
18,SGDRegressor,-5:15,2.0937512200453106
19,LinearSVR,-5:15,2.098448590760743
20,KNeighborsRegressor,-5:15,2.1101387252760464
21,PoissonRegressor,-5:15,2.1262229967084423
22,LarsCV,-5:15,2.1307247610129854
23,GammaRegressor,-5:15,2.2569791418713123
24,TweedieRegressor,-5:15,2.2659972563759294
25,ElasticNet,-5:15,2.3147221844664205
26,LassoLars,-5:15,2.3681263099645355
27,DecisionTreeRegressor,-5:15,2.48813803188186
28,ExtraTreeRegressor,-5:15,2.561758388040351
29,AdaBoostRegressor,-5:15,2.65200122792887
30,DummyRegressor,-5:15,2.9966380864076663
31,PassiveAggressiveRegressor,-5:15,3.2878170684225605
32,Lars,-5:15,12.497494993503867
33,RANSACRegressor,-5:15,16.312950244733496
0,ExtraTreesRegressor,-5:20,1.6508206274856712
1,BaggingRegressor,-5:20,1.7821478386461815
2,XGBRegressor,-5:20,1.840908551169058
3,LGBMRegressor,-5:20,1.9000097711025874
4,HistGradientBoostingRegressor,-5:20,1.9017445274333011
5,GradientBoostingRegressor,-5:20,2.003537002155795
6,LassoLarsCV,-5:20,2.065353255945958
7,LassoCV,-5:20,2.0656327023134007
8,LassoLarsIC,-5:20,2.065637794763224
9,BayesianRidge,-5:20,2.0669533081622875
10,RidgeCV,-5:20,2.0670152062228477
11,Ridge,-5:20,2.0671121166284068
12,TransformedTargetRegressor,-5:20,2.067126058930989
13,ElasticNetCV,-5:20,2.070369317215449
14,MLPRegressor,-5:20,2.0754941116369428
15,OrthogonalMatchingPursuitCV,-5:20,2.080106463008046
16,OrthogonalMatchingPursuit,-5:20,2.080106463008046
17,HuberRegressor,-5:20,2.0846184105629275
18,SGDRegressor,-5:20,2.0938974570985747
19,LinearSVR,-5:20,2.099473661035734
20,KNeighborsRegressor,-5:20,2.110934257666985
21,PoissonRegressor,-5:20,2.1260205386213475
22,LarsCV,-5:20,2.1306151595714247
23,GammaRegressor,-5:20,2.2568676999605786
24,TweedieRegressor,-5:20,2.265900188525315
25,ElasticNet,-5:20,2.3147221844664205
26,LassoLars,-5:20,2.3681263099645355
27,DecisionTreeRegressor,-5:20,2.475265295994126
28,ExtraTreeRegressor,-5:20,2.549529462500516
29,AdaBoostRegressor,-5:20,2.654288276811515
30,DummyRegressor,-5:20,2.9966380864076663
31,PassiveAggressiveRegressor,-5:20,3.3711216291990103
32,RANSACRegressor,-5:20,14.464036609837521
33,Lars,-5:20,17.548027124300347
0,ExtraTreesRegressor,-5:25,1.647581434272358
1,BaggingRegressor,-5:25,1.7872593058833757
2,XGBRegressor,-5:25,1.8341698428535216
3,LGBMRegressor,-5:25,1.8999390664932334
4,HistGradientBoostingRegressor,-5:25,1.900559417117688
5,GradientBoostingRegressor,-5:25,2.0055522529275094
6,LassoLarsCV,-5:25,2.0651279891106626
7,LassoLarsIC,-5:25,2.0652018952891567
8,LassoCV,-5:25,2.065418900806532
9,MLPRegressor,-5:25,2.066150716614235
10,BayesianRidge,-5:25,2.066700702309252
11,RidgeCV,-5:25,2.0667603750313046
12,Ridge,-5:25,2.0668544098290904
13,TransformedTargetRegressor,-5:25,2.066868010498664
14,ElasticNetCV,-5:25,2.0701490918528287
15,OrthogonalMatchingPursuitCV,-5:25,2.079989783560799
16,OrthogonalMatchingPursuit,-5:25,2.079989783560799
17,HuberRegressor,-5:25,2.085346679750233
18,SGDRegressor,-5:25,2.0937980058194787
19,LinearSVR,-5:25,2.104973475121339
20,KNeighborsRegressor,-5:25,2.108790033983547
21,PoissonRegressor,-5:25,2.1257916651196194
22,LarsCV,-5:25,2.1398054459147486
23,GammaRegressor,-5:25,2.256723223199148
24,TweedieRegressor,-5:25,2.2657627095160753
25,ElasticNet,-5:25,2.3147221844664205
26,LassoLars,-5:25,2.3681263099645355
27,DecisionTreeRegressor,-5:25,2.5082329484429575
28,ExtraTreeRegressor,-5:25,2.5521390741837378
29,AdaBoostRegressor,-5:25,2.6804976145449406
30,DummyRegressor,-5:25,2.9966380864076663
